City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,State Code,Race,Count
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,5658.0,LA,Hispanic or Latino,5081
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,4199.0,WA,Asian,1336
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,63413.0,NJ,Hispanic or Latino,86456
Elizabeth,New Jersey,34.2,65896.0,63116.0,129012,63413.0,NJ,White,70873
Richardson,Texas,35.5,54676.0,56151.0,110827,29579.0,TX,Asian,20724
Waco,Texas,29.3,63452.0,68890.0,132342,14235.0,TX,White,96958
Waco,Texas,29.3,63452.0,68890.0,132342,14235.0,TX,American Indian and Alaska Native,794
Knoxville,Tennessee,33.1,89978.0,95334.0,185312,10285.0,TN,Asian,4717
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,80165.0,OK,Hispanic or Latino,117362
Oceanside,California,39.4,87482.0,88232.0,175714,37492.0,CA,American Indian and Alaska Native,2452
New Braunfels,Texas,37.0,33071.0,36852.0,69923,5405.0,TX,White,63789
Laredo,Texas,28.8,124305.0,131484.0,255789,68427.0,TX,Asian,1963
Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10599.0,TN,Hispanic or Latino,10918
South Gate,California,32.5,47758.0,48641.0,96399,40571.0,CA,Hispanic or Latino,91312
Hampton,Virginia,35.5,66214.0,70240.0,136454,6204.0,VA,Asian,4561
Worcester,Massachusetts,34.9,90951.0,93855.0,184806,36907.0,MA,White,131898
Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,38360.0,VA,Asian,38715
Metairie,Louisiana,41.6,69515.0,76943.0,146458,19871.0,LA,Asian,4791
Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,47582.0,FL,Black or African-American,62954
West Palm Beach,Florida,39.6,49262.0,57520.0,106782,30675.0,FL,Asian,3191
Chula Vista,California,34.6,131485.0,134269.0,265754,82710.0,CA,Black or African-American,15641
Danbury,Connecticut,37.3,43435.0,41227.0,84662,25675.0,CT,White,55917
Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5585.0,OK,American Indian and Alaska Native,8051
North Charleston,South Carolina,30.7,56549.0,55315.0,111864,8789.0,SC,Black or African-American,56734
Pompano Beach,Florida,42.5,56569.0,51202.0,107771,32733.0,FL,Asian,1089
Nashua,New Hampshire,38.3,42926.0,45049.0,87975,12693.0,NH,White,73977
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,32166.0,UT,Hispanic or Latino,40559
Albany,New York,32.8,47627.0,50825.0,98452,11948.0,NY,Black or African-American,31303
Napa,California,37.2,39828.0,40601.0,80429,18449.0,CA,American Indian and Alaska Native,1751
Centennial,Colorado,42.4,53222.0,56504.0,109726,9501.0,CO,Hispanic or Latino,8086
Atlanta,Georgia,33.8,223960.0,239915.0,463875,32016.0,GA,Black or African-American,245367
Saint Charles,Missouri,34.9,32054.0,36747.0,68801,5274.0,MO,Asian,3392
Mount Vernon,New York,38.5,31876.0,36745.0,68621,23777.0,NY,Asian,1497
Jackson,Tennessee,35.3,30007.0,36973.0,66980,2097.0,TN,White,36037
Jackson,Tennessee,35.3,30007.0,36973.0,66980,2097.0,TN,Black or African-American,30103
Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4364.0,VA,Asian,2910
Arden-Arcade,California,41.5,47596.0,48680.0,96276,13458.0,CA,American Indian and Alaska Native,2587
Tucson,Arizona,33.6,264893.0,266781.0,531674,82220.0,AZ,Asian,24689
Westminster,California,42.9,45538.0,46573.0,92111,42227.0,CA,Black or African-American,2270
Rockville,Maryland,38.1,31205.0,35793.0,66998,25047.0,MD,Asian,17370
Cape Coral,Florida,45.0,85626.0,89604.0,175230,24185.0,FL,White,163396
Cleveland,Ohio,36.0,186436.0,201623.0,388059,18830.0,OH,Asian,10102
Lake Forest,California,40.3,41515.0,40982.0,82497,20784.0,CA,Black or African-American,3526
Bakersfield,California,30.6,182154.0,191473.0,373627,71575.0,CA,Hispanic or Latino,180241
Irvine,California,34.6,125411.0,131516.0,256927,116366.0,CA,White,127358
Renton,Washington,36.3,52779.0,47468.0,100247,28962.0,WA,White,58251
Norman,Oklahoma,30.9,59483.0,60814.0,120297,8705.0,OK,Asian,6539
Duluth,Minnesota,34.7,41271.0,44855.0,86126,2258.0,MN,Hispanic or Latino,1981
Odessa,Texas,31.2,61119.0,57861.0,118980,15845.0,TX,Hispanic or Latino,63586
Tempe,Arizona,28.8,91350.0,84476.0,175826,26620.0,AZ,White,130346
Waukegan,Illinois,32.3,45514.0,42833.0,88347,30997.0,IL,Hispanic or Latino,54214
Arlington,Texas,32.6,191060.0,197062.0,388122,79271.0,TX,White,251155
Seattle,Washington,35.5,345659.0,338784.0,684443,119840.0,WA,American Indian and Alaska Native,12804
New York,New York,36.0,4081698.0,4468707.0,8550405,3212500.0,NY,American Indian and Alaska Native,90923
Lancaster,California,30.9,80668.0,80445.0,161113,17247.0,CA,White,110311
San Ramon,California,39.1,39221.0,36911.0,76132,29691.0,CA,Hispanic or Latino,5449
Wilmington,Delaware,36.4,32680.0,39277.0,71957,3336.0,DE,Hispanic or Latino,5516
Wilmington,Delaware,36.4,32680.0,39277.0,71957,3336.0,DE,Black or African-American,44182
Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4454.0,WI,Hispanic or Latino,5139
Boca Raton,Florida,47.3,44760.0,48466.0,93226,21117.0,FL,American Indian and Alaska Native,556
Roswell,Georgia,38.8,48637.0,45859.0,94496,16501.0,GA,Black or African-American,15458
Topeka,Kansas,37.1,60879.0,66378.0,127257,6711.0,KS,White,108035
Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,3755.0,MO,Hispanic or Latino,5400
Sterling Heights,Michigan,39.6,64985.0,67077.0,132062,34313.0,MI,White,112743
Melbourne,Florida,43.4,39180.0,40956.0,80136,9685.0,FL,Asian,5186
Overland Park,Kansas,38.2,93355.0,93156.0,186511,21407.0,KS,Hispanic or Latino,10104
Poinciana,Florida,34.2,38142.0,35801.0,73943,14349.0,FL,Asian,1409
Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,24302.0,NC,White,139301
Durham,North Carolina,33.2,121153.0,136445.0,257598,38642.0,NC,American Indian and Alaska Native,3154
Mobile,Alabama,38.0,91275.0,103030.0,194305,7234.0,AL,White,93755
Lawrence,Kansas,27.4,45592.0,48324.0,93916,8701.0,KS,Black or African-American,5777
Quincy,Massachusetts,41.0,44129.0,49500.0,93629,32935.0,MA,Black or African-American,3917
Citrus Heights,California,37.8,41982.0,45071.0,87053,9466.0,CA,Asian,3615
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,44475.0,CT,White,68007
Akron,Ohio,38.1,96886.0,100667.0,197553,10024.0,OH,Hispanic or Latino,3684
Elk Grove,California,36.1,80057.0,86833.0,166890,38693.0,CA,White,86909
Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,7915.0,GA,Black or African-American,112271
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,22958.0,NE,Asian,15138
Paradise,Nevada,37.2,122784.0,114162.0,236946,66712.0,NV,Hispanic or Latino,88347
Bellingham,Washington,30.7,41286.0,43857.0,85143,8713.0,WA,Hispanic or Latino,6966
Bellingham,Washington,30.7,41286.0,43857.0,85143,8713.0,WA,Black or African-American,2325
Pasco,Washington,28.6,35298.0,32799.0,68097,16265.0,WA,Black or African-American,2265
Folsom,California,40.9,41051.0,35317.0,76368,13234.0,CA,Asian,15569
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,7645.0,MN,Black or African-American,2951
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,9855.0,TX,Asian,3688
Irving,Texas,32.3,117189.0,119428.0,236617,86756.0,TX,American Indian and Alaska Native,2960
Thornton,Colorado,33.1,65482.0,67977.0,133459,17949.0,CO,Black or African-American,4569
Lansing,Michigan,31.4,54333.0,59777.0,114110,8371.0,MI,White,75688
Lynwood,California,29.4,35634.0,36371.0,72005,28061.0,CA,Hispanic or Latino,63377
Allen,Texas,37.2,51324.0,46814.0,98138,19649.0,TX,Black or African-American,13140
Henderson,Nevada,42.5,139412.0,146246.0,285658,35666.0,NV,Asian,24931
Norfolk,Virginia,30.2,128917.0,117476.0,246393,16702.0,VA,Hispanic or Latino,18760
Redondo Beach,California,43.0,34855.0,33330.0,68185,13536.0,CA,Asian,13118
Knoxville,Tennessee,33.1,89978.0,95334.0,185312,10285.0,TN,American Indian and Alaska Native,2304
Frisco,Texas,37.2,73989.0,80399.0,154388,30913.0,TX,Asian,30341
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,19176.0,MI,White,143702
Hialeah,Florida,43.0,111530.0,125552.0,237082,170148.0,FL,Asian,1149
Clifton,New Jersey,38.5,41932.0,44409.0,86341,27979.0,NJ,White,51516
San Angelo,Texas,32.8,49669.0,50744.0,100413,7859.0,TX,Hispanic or Latino,42494
Saint George,Utah,37.3,38732.0,41475.0,80207,4824.0,UT,White,71915
Bay,Texas,32.9,37977.0,37508.0,75485,13192.0,TX,White,48797
Harlingen,Texas,30.1,32404.0,33365.0,65769,10391.0,TX,Hispanic or Latino,51727
Denver,Colorado,34.1,341137.0,341408.0,682545,113222.0,CO,Hispanic or Latino,207847
Garland,Texas,34.5,116406.0,120430.0,236836,62975.0,TX,White,154484
Layton,Utah,29.5,37748.0,36394.0,74142,4268.0,UT,Hispanic or Latino,10123
Dayton,Ohio,32.8,66631.0,73966.0,140597,7381.0,OH,Black or African-American,57280
San Marcos,California,35.4,45246.0,47688.0,92934,21558.0,CA,Hispanic or Latino,35164
Indio,California,35.9,43803.0,43723.0,87526,22538.0,CA,Asian,2866
Camarillo,California,40.8,31941.0,35682.0,67623,9735.0,CA,Hispanic or Latino,16186
Rochester,Minnesota,35.0,54934.0,57282.0,112216,17763.0,MN,Black or African-American,9425
Farmington Hills,Michigan,42.1,37527.0,43805.0,81332,18033.0,MI,Black or African-American,13483
Downey,California,37.3,53006.0,61205.0,114211,39977.0,CA,White,77220
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,33878.0,CA,White,111832
Columbia,South Carolina,28.0,67686.0,65707.0,133393,6074.0,SC,Black or African-American,56398
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,56530.0,NV,Asian,16165
Everett,Washington,37.0,56212.0,51800.0,108012,19499.0,WA,Asian,9807
Federal Way,Washington,36.4,49151.0,46037.0,95188,18565.0,WA,Asian,16026
Jacksonville,Florida,35.7,419203.0,448828.0,868031,85650.0,FL,American Indian and Alaska Native,8177
Waterloo,Iowa,37.2,34488.0,33969.0,68457,5082.0,IA,Black or African-American,11815
Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,4706.0,AL,White,52603
Baldwin Park,California,35.8,38747.0,38309.0,77056,34322.0,CA,Asian,15505
Baldwin Park,California,35.8,38747.0,38309.0,77056,34322.0,CA,American Indian and Alaska Native,316
Elk Grove,California,36.1,80057.0,86833.0,166890,38693.0,CA,Hispanic or Latino,28781
Oakland,California,35.7,203827.0,215451.0,419278,113896.0,CA,White,171599
Lincoln,Nebraska,32.3,138544.0,138802.0,277346,22958.0,NE,Hispanic or Latino,20296
Miami,Florida,40.4,215840.0,225149.0,440989,260789.0,FL,White,338232
High Point,North Carolina,35.5,51751.0,58077.0,109828,16315.0,NC,Hispanic or Latino,11446
Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,6845.0,OK,Black or African-American,7198
Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,9813.0,WI,Asian,5652
Milpitas,California,36.8,40098.0,37519.0,77617,39436.0,CA,American Indian and Alaska Native,599
Union City,California,38.5,38599.0,35911.0,74510,32752.0,CA,American Indian and Alaska Native,243
Lakeland,Florida,38.1,47840.0,56570.0,104410,11592.0,FL,Hispanic or Latino,16501
Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,47582.0,FL,American Indian and Alaska Native,1366
Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,2833.0,WI,Asian,4202
Rancho Cordova,California,33.8,34844.0,36182.0,71026,17020.0,CA,Black or African-American,9307
Paterson,New Jersey,34.0,70640.0,77117.0,147757,49810.0,NJ,Hispanic or Latino,85555
Lakewood,Colorado,37.7,76013.0,76576.0,152589,14169.0,CO,American Indian and Alaska Native,2597
Enterprise,Nevada,34.1,69146.0,66328.0,135474,31173.0,NV,White,85505
Macon,Georgia,36.0,71833.0,81626.0,153459,4846.0,GA,American Indian and Alaska Native,682
Pompano Beach,Florida,42.5,56569.0,51202.0,107771,32733.0,FL,Hispanic or Latino,23225
League City,Texas,35.9,49354.0,48996.0,98350,8361.0,TX,Black or African-American,4166
Los Angeles,California,35.0,1958998.0,2012898.0,3971896,1485425.0,CA,Hispanic or Latino,1936732
Napa,California,37.2,39828.0,40601.0,80429,18449.0,CA,Hispanic or Latino,33229
Lehigh Acres,Florida,34.3,57856.0,61624.0,119480,31880.0,FL,White,86328
Largo,Florida,45.1,38166.0,42841.0,81007,10489.0,FL,American Indian and Alaska Native,881
Fullerton,California,34.5,69549.0,71300.0,140849,43404.0,CA,Hispanic or Latino,53459
Lake Forest,California,40.3,41515.0,40982.0,82497,20784.0,CA,Hispanic or Latino,17410
Southfield,Michigan,41.6,31369.0,41808.0,73177,4011.0,MI,Black or African-American,54200
Renton,Washington,36.3,52779.0,47468.0,100247,28962.0,WA,Black or African-American,12265
Duluth,Minnesota,34.7,41271.0,44855.0,86126,2258.0,MN,Black or African-American,3891
Laguna Niguel,California,45.8,30193.0,35619.0,65812,12571.0,CA,Asian,8499
Pine Hills,Florida,29.2,35344.0,40737.0,76081,20735.0,FL,White,10029
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,17587.0,MD,White,43537
Kennewick,Washington,32.0,38492.0,40411.0,78903,8376.0,WA,Hispanic or Latino,19395
Oxnard,California,31.0,101906.0,105346.0,207252,78678.0,CA,Hispanic or Latino,154911
Bossier City,Louisiana,32.7,33428.0,34669.0,68097,2980.0,LA,Black or African-American,19520
Waukegan,Illinois,32.3,45514.0,42833.0,88347,30997.0,IL,Black or African-American,11697
Eugene,Oregon,33.4,79071.0,84377.0,163448,14503.0,OR,American Indian and Alaska Native,5035
Bk,California,37.0,50405.0,54909.0,105314,32435.0,CA,Hispanic or Latino,22089
Mesa,Arizona,36.9,234998.0,236835.0,471833,57492.0,AZ,Asian,14608
Saint Cloud,Minnesota,30.7,34311.0,33942.0,68253,5757.0,MN,Hispanic or Latino,2639
Yonkers,New York,38.0,96580.0,104538.0,201118,61247.0,NY,American Indian and Alaska Native,1112
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,6295.0,PA,Black or African-American,7821
Lakewood,California,39.9,41523.0,40069.0,81592,18274.0,CA,White,43766
San Ramon,California,39.1,39221.0,36911.0,76132,29691.0,CA,Asian,38970
Simi Valley,California,39.0,63243.0,63523.0,126766,23260.0,CA,Black or African-American,2378
Reno,Nevada,35.7,122292.0,119151.0,241443,37070.0,NV,Asian,20681
Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3222.0,AR,Asian,1282
Moreno Valley,California,30.7,98584.0,105597.0,204181,54442.0,CA,American Indian and Alaska Native,1843
Hawthorne,California,33.7,43682.0,44762.0,88444,32107.0,CA,White,23665
Delray Beach,Florida,47.9,32219.0,34042.0,66261,16639.0,FL,White,40980
Bellevue,Washington,37.4,70763.0,69051.0,139814,54654.0,WA,Black or African-American,4151
Cicero,Illinois,28.5,43153.0,40714.0,83867,33801.0,IL,Hispanic or Latino,76425
Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,12934.0,SD,American Indian and Alaska Native,4623
Corpus Christi,Texas,35.0,160488.0,163594.0,324082,30834.0,TX,Asian,9051
Merced,California,29.7,40048.0,42392.0,82440,16348.0,CA,White,42475
Merced,California,29.7,40048.0,42392.0,82440,16348.0,CA,Black or African-American,6464
Lansing,Michigan,31.4,54333.0,59777.0,114110,8371.0,MI,Black or African-American,34196
Springfield,Missouri,34.1,81057.0,85741.0,166798,7765.0,MO,American Indian and Alaska Native,2777
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,4199.0,WA,White,91125
Gary,Indiana,38.1,35876.0,41478.0,77354,1884.0,IN,American Indian and Alaska Native,551
Redondo Beach,California,43.0,34855.0,33330.0,68185,13536.0,CA,White,53811
Mission,Texas,32.9,40530.0,42777.0,83307,22608.0,TX,Hispanic or Latino,73367
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,80165.0,OK,American Indian and Alaska Native,41696
Palm Coast,Florida,48.8,39489.0,42632.0,82121,9084.0,FL,Black or African-American,10786
Orlando,Florida,33.1,130940.0,139977.0,270917,50558.0,FL,Asian,11124
Naperville,Illinois,38.5,71365.0,75794.0,147159,30399.0,IL,Black or African-American,9031
Naperville,Illinois,38.5,71365.0,75794.0,147159,30399.0,IL,Asian,31221
Jackson,Mississippi,31.7,79039.0,91772.0,170811,1789.0,MS,American Indian and Alaska Native,323
Parma,Ohio,40.8,38425.0,41518.0,79943,6909.0,OH,White,76282
Roanoke,Virginia,36.9,47252.0,52645.0,99897,7346.0,VA,Black or African-American,30920
Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,AZ,White,63493
Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,AZ,American Indian and Alaska Native,1301
Lowell,Massachusetts,33.4,54422.0,56298.0,110720,33414.0,MA,Asian,28944
Plymouth,Minnesota,38.4,39035.0,36893.0,75928,8830.0,MN,Hispanic or Latino,3274
Las Vegas,Nevada,37.5,310568.0,313201.0,623769,127609.0,NV,Black or African-American,84987
Warner Robins,Georgia,31.4,35093.0,38909.0,74002,3210.0,GA,Asian,2723
Yakima,Washington,34.0,45147.0,48553.0,93700,15717.0,WA,White,79286
Dayton,Ohio,32.8,66631.0,73966.0,140597,7381.0,OH,White,86016
Fort Worth,Texas,32.6,414126.0,422843.0,836969,143404.0,TX,Black or African-American,167449
Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,27757.0,MA,American Indian and Alaska Native,906
Bend,Oregon,37.3,42294.0,44723.0,87017,3032.0,OR,Black or African-American,465
Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,33878.0,CA,Asian,24519
Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,44475.0,CT,Asian,8546
Gainesville,Florida,26.0,60803.0,69330.0,130133,15272.0,FL,Asian,11963
Oakland,California,35.7,203827.0,215451.0,419278,113896.0,CA,Asian,75446
Carmichael,California,41.0,29281.0,33934.0,63215,7378.0,CA,Hispanic or Latino,9291
Dale City,Virginia,33.4,35984.0,35415.0,71399,22306.0,VA,American Indian and Alaska Native,548
Longview,Texas,36.8,40065.0,41525.0,81590,8782.0,TX,American Indian and Alaska Native,253
Upland,California,39.7,36226.0,40221.0,76447,16552.0,CA,White,46704
Rancho Cordova,California,33.8,34844.0,36182.0,71026,17020.0,CA,American Indian and Alaska Native,1940
Costa Mesa,California,34.8,59097.0,54089.0,113186,26645.0,CA,American Indian and Alaska Native,1961
Lakewood,Colorado,37.7,76013.0,76576.0,152589,14169.0,CO,White,139669
Savannah,Georgia,30.3,69389.0,76295.0,145684,10355.0,GA,Asian,5366
Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,37875.0,KY,American Indian and Alaska Native,4585
Sacramento,California,33.7,237724.0,252991.0,490715,112579.0,CA,Black or African-American,77439
Sacramento,California,33.7,237724.0,252991.0,490715,112579.0,CA,Asian,105063
Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,28567.0,FL,Hispanic or Latino,20483
Pompano Beach,Florida,42.5,56569.0,51202.0,107771,32733.0,FL,White,67360
Detroit,Michigan,34.8,319265.0,357859.0,677124,39861.0,MI,Hispanic or Latino,53980
Albany,New York,32.8,47627.0,50825.0,98452,11948.0,NY,Asian,8090
Sunrise,Florida,37.7,41471.0,51235.0,92706,38209.0,FL,Hispanic or Latino,29163
Jackson,Tennessee,35.3,30007.0,36973.0,66980,2097.0,TN,Hispanic or Latino,3383
Rockville,Maryland,38.1,31205.0,35793.0,66998,25047.0,MD,White,41692
Houston,Texas,32.6,1149686.0,1148942.0,2298628,696210.0,TX,Hispanic or Latino,1028148
Killeen,Texas,29.2,69442.0,71367.0,140809,15769.0,TX,Hispanic or Latino,32600
Vancouver,Washington,37.2,82958.0,89895.0,172853,21748.0,WA,American Indian and Alaska Native,4541
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,7024.0,AZ,Hispanic or Latino,13609
Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,17884.0,RI,Asian,2150
Carrollton,Texas,36.9,66928.0,66218.0,133146,35327.0,TX,White,102948
Carrollton,Texas,36.9,66928.0,66218.0,133146,35327.0,TX,Asian,18456
Bakersfield,California,30.6,182154.0,191473.0,373627,71575.0,CA,White,272853
Irvine,California,34.6,125411.0,131516.0,256927,116366.0,CA,Asian,126499
Laguna Niguel,California,45.8,30193.0,35619.0,65812,12571.0,CA,White,55919
Ellicott City,Maryland,42.4,34406.0,36526.0,70932,17587.0,MD,Black or African-American,6089
Clarksville,Tennessee,29.7,75029.0,74161.0,149190,8211.0,TN,Hispanic or Latino,16004
Tempe,Arizona,28.8,91350.0,84476.0,175826,26620.0,AZ,Hispanic or Latino,44404
Clovis,California,37.8,52392.0,51780.0,104172,13409.0,CA,Hispanic or Latino,23744
Kansas City,Kansas,33.4,74606.0,76655.0,151261,25507.0,KS,White,96113
Gilbert,Arizona,33.2,116711.0,130812.0,247523,24531.0,AZ,Asian,19740
Boston,Massachusetts,31.8,322149.0,347320.0,669469,190123.0,MA,American Indian and Alaska Native,5580
New York,New York,36.0,4081698.0,4468707.0,8550405,3212500.0,NY,Hispanic or Latino,2485125
New York,New York,36.0,4081698.0,4468707.0,8550405,3212500.0,NY,Black or African-American,2192248
Fargo,North Dakota,30.7,60560.0,58690.0,119250,9428.0,ND,Black or African-American,6477
West Valley City,Utah,30.7,68235.0,67989.0,136224,30712.0,UT,Black or African-American,3222
Simi Valley,California,39.0,63243.0,63523.0,126766,23260.0,CA,White,107898
Simi Valley,California,39.0,63243.0,63523.0,126766,23260.0,CA,Asian,14984
Wilmington,Delaware,36.4,32680.0,39277.0,71957,3336.0,DE,White,23743
Riverview,Florida,32.2,44210.0,45536.0,89746,12240.0,FL,Black or African-American,15159
Reno,Nevada,35.7,122292.0,119151.0,241443,37070.0,NV,White,197335
Midland,Texas,32.1,66595.0,66355.0,132950,17061.0,TX,Hispanic or Latino,58677
Roswell,Georgia,38.8,48637.0,45859.0,94496,16501.0,GA,Hispanic or Latino,16920
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,21802.0,MO,Black or African-American,151030
Sterling Heights,Michigan,39.6,64985.0,67077.0,132062,34313.0,MI,Hispanic or Latino,2811
Portsmouth,Virginia,33.6,45900.0,50301.0,96201,1815.0,VA,Asian,1785
Mobile,Alabama,38.0,91275.0,103030.0,194305,7234.0,AL,Hispanic or Latino,5229
Mobile,Alabama,38.0,91275.0,103030.0,194305,7234.0,AL,Black or African-American,96397
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,65125.0,NC,American Indian and Alaska Native,3955
Kansas City,Missouri,35.9,228430.0,246931.0,475361,37787.0,MO,Asian,17061
Irving,Texas,32.3,117189.0,119428.0,236617,86756.0,TX,Black or African-American,30356
Lansing,Michigan,31.4,54333.0,59777.0,114110,8371.0,MI,Asian,4168
Elgin,Illinois,35.7,54852.0,56224.0,111076,30167.0,IL,White,76126
Allen,Texas,37.2,51324.0,46814.0,98138,19649.0,TX,Hispanic or Latino,10615
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,5658.0,LA,Black or African-American,112923
Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,2413.0,SC,American Indian and Alaska Native,610
Kendall,Florida,40.2,36658.0,39808.0,76466,31180.0,FL,Asian,3650
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,12868.0,GA,Black or African-American,34583
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,80165.0,OK,Asian,33759
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,19176.0,MI,Hispanic or Latino,31282
Buffalo,New York,33.1,124537.0,133529.0,258066,24630.0,NY,American Indian and Alaska Native,4406
Livonia,Michigan,47.4,45369.0,49264.0,94633,7175.0,MI,Black or African-American,4633
San Leandro,California,41.8,43032.0,47679.0,90711,34293.0,CA,Black or African-American,11100
Oceanside,California,39.4,87482.0,88232.0,175714,37492.0,CA,White,137533
Fresno,California,30.0,256130.0,263942.0,520072,103453.0,CA,Hispanic or Latino,256145
Glendale,Arizona,34.4,116795.0,123319.0,240114,44133.0,AZ,American Indian and Alaska Native,4064
Roanoke,Virginia,36.9,47252.0,52645.0,99897,7346.0,VA,Hispanic or Latino,6091
Springdale,Arkansas,31.8,36840.0,43614.0,80454,19969.0,AR,White,56843
Joliet,Illinois,33.1,70863.0,79162.0,150025,22409.0,IL,Asian,2813
Layton,Utah,29.5,37748.0,36394.0,74142,4268.0,UT,White,65333
Menifee,California,37.1,42866.0,44297.0,87163,12481.0,CA,White,62331
Pomona,California,32.1,74945.0,78307.0,153252,53879.0,CA,White,94296
Anaheim,California,33.6,179603.0,171135.0,350738,137133.0,CA,Asian,53270
Portland,Oregon,36.7,313516.0,318671.0,632187,86041.0,OR,White,524258
Portland,Maine,40.3,31480.0,35392.0,66872,9229.0,ME,Asian,3696
Camarillo,California,40.8,31941.0,35682.0,67623,9735.0,CA,Black or African-American,1219
Murrieta,California,35.3,49363.0,60453.0,109816,19875.0,CA,American Indian and Alaska Native,2327
Fremont,California,38.3,114383.0,117808.0,232191,109427.0,CA,Asian,141953
Lansing,Michigan,31.4,54333.0,59777.0,114110,8371.0,MI,Hispanic or Latino,14245
Amarillo,Texas,33.8,99391.0,100260.0,199651,21124.0,TX,Black or African-American,14050
Pharr,Texas,26.9,35242.0,41293.0,76535,25532.0,TX,Hispanic or Latino,72995
Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,7443.0,WI,White,84780
Whittier,California,36.1,44397.0,43039.0,87436,17145.0,CA,White,49388
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,4199.0,WA,Black or African-American,1192
Syracuse,New York,30.3,69462.0,74690.0,144152,17733.0,NY,Hispanic or Latino,13368
San Buenaventura,California,37.7,53932.0,55785.0,109717,18025.0,CA,White,95139
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,12868.0,GA,Asian,6635
Westland,Michigan,39.9,37742.0,44253.0,81995,6429.0,MI,Asian,4843
San Leandro,California,41.8,43032.0,47679.0,90711,34293.0,CA,Asian,34019
Oceanside,California,39.4,87482.0,88232.0,175714,37492.0,CA,Black or African-American,11907
Vallejo,California,37.8,58379.0,62890.0,121269,30592.0,CA,Black or African-American,26778
Albany,Georgia,33.3,31695.0,39414.0,71109,861.0,GA,Hispanic or Latino,1783
Hialeah,Florida,43.0,111530.0,125552.0,237082,170148.0,FL,Black or African-American,5687
Bay,Texas,32.9,37977.0,37508.0,75485,13192.0,TX,Black or African-American,16782
Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,8069.0,PA,White,66875
Boise,Idaho,34.9,110099.0,108181.0,218280,13409.0,ID,Asian,9806
Johnson City,Tennessee,38.2,31019.0,34350.0,65369,2878.0,TN,Black or African-American,6016
Bellflower,California,33.4,38936.0,39498.0,78434,24607.0,CA,White,23336
Thousand Oaks,California,44.8,65113.0,64216.0,129329,25330.0,CA,Hispanic or Latino,26754
Thousand Oaks,California,44.8,65113.0,64216.0,129329,25330.0,CA,Asian,16134
Garland,Texas,34.5,116406.0,120430.0,236836,62975.0,TX,Black or African-American,40507
Layton,Utah,29.5,37748.0,36394.0,74142,4268.0,UT,American Indian and Alaska Native,1674
